"HolderAddress","Balance","PendingBalanceUpdate"
"0xc4477d22eb18932331e86eeb6da26d1711e43997","1.6655016E+22","No"
"0xc4723979727f1e7c39d7b36e655023d971534e7e","5.153E+20","No"
"0xc4d8bfeda813402883780691373c8acf5be4b1d6","3.566E+21","No"
"0xc5b35ff8dc087d09a9a802dea8efd8dabd88ca8c","2.08387E+21","No"
"0xc61fed9a9ae1ac4a0b5677a251ee0fb8e2a4d8f0","3.39261E+21","No"
"0xc6563a6194e85e11fc346dd7412099f68f670441","1.331818E+22","No"
"0xc8a1b4bf3b2caf21e3604455ed433748c10695db","8.80762E+21","No"
"0xc8c8f292a11c1ee62304e370ce0e41e0cdbaae71","1.79679E+21","No"
"0xc9931a6112ddb6a7ed4d6f7c15361e4b1d36e302","2.6695208E+22","No"
"0xc9d147cd0abde09b4903c2797671242d2bc7161a","1.2906130668E+23","No"
"0xca482c898d663aa490387d34265e126de6a8337b","1.38253E+21","No"
"0xca4b2c6cf5b01d6c945b4aa55628cbfea59e65c8","2.06553E+23","No"
"0xca9a4500c2a05b4b2f743dc1b539203e79cc3202","5.99972E+21","No"
"0xcb8dd951bd0fbb5d6583f096b3e8164edf899b9a","1.28891047E+24","No"
"0xcc2dd426abadec77d092a87fbd284a58558e50b7","5.21541E+21","No"
"0xcd35eae3915774098b74201d175d0941d62d2105","5.0863E+20","No"
"0xcdbd0a0690e47c0f88774ed803866ba10921cb11","9.2324E+20","No"
"0xce9c78fc31a962bacc1379c42ca692d1bb47f16f","3.686E+21","No"
"0xcf45a9c948bc00dea1dff0fcf953ed2418661dda","8.5412E+20","No"
"0xd1927c49c76d86a9c24f11603cf940b8436ceb37","2.7034372E+22","No"
"0xd25546cc6b71b5dc757293d2834ad2ab6038d621","3.620400481E+22","No"
"0xd463235632acb27d49a6f34c8abe5055bf0b7a9a","7.72119093E+21","No"
"0xd4dc2eae7f57ffd7991a052971633b9c9191e35b","9.2919199E+22","No"
"0xd6f5a159a7bc30974dce45c30a8d2ff44fd382ee","1.92E+21","No"
"0xd9eda3dd6da3a1b57a679451b4ffff7eecd671cd","2.000997E+21","No"
"0xdb4faa6cf499f67d9558fdf8f84e841add6814a5","4.49366E+21","No"
"0xdb65d9da32e5f42de5e588b8a365a7827a5c77ca","1.024044E+21","No"
"0xdbc0bb8576e4e51e09f9fec18a3079bc06e01a12","2.0056E+21","No"
"0xdc3cb839f3c790b5798f80ec2f1dab8a2870ecfc","2.10826403E+23","No"
"0xdc82686793e68b7507121b12a5ceaefe8c58386f","5.0487E+20","No"
"0xdc89b7b020b60ccf9af5aca816fc2b75a9c06b2a","1.14358657E+21","No"
"0xdd369055bcded8c0c55b5710b3c43cc53163aa76","5.71597E+21","No"
"0xdd59d70df6c393a052e9f948747a3cdce38f8b7c","1.773796E+22","No"
"0xdf7dcd18d96ea5ee9949fc1fe1094966fcc8fade","1.0288353E+22","No"
"0xe050bb5f0205c2b395515f2fe98f0d39bda0bad0","5.1E+21","No"
"0xe09975fda6eb7e1d89ac0b2021abe6a23f4b77fe","9.0401E+20","No"
"0xe153181244911c67c7f8c6711cc14568b191bfdf","1.768E+21","No"
"0xe17c362b0513edc88506d8a3de34eda6cd21b9c5","2.31257E+21","No"
"0xe1b8a4d858aa371c6e307e3a57c0a4c486a13f59","5.873415219E+22","No"
"0xe214db56bd2c82d68dc6db33f79f9ca5f97e0a09","1.5E+21","No"
"0xe33248b01dbb547ae53caf9caae1c12b3f21185e","8.3488E+20","No"
"0xe40ef3ebe456dfe51f97ad4f13bbd50e2d148700","2.57258E+21","No"
"0xe489ca511ad4c0102bf340ad8608a6a3b0046d42","8.14238E+21","No"
"0xe6f973db218cb6f8d7642b4b8fbbe5201f502e1a","2.306E+21","No"
"0xe79e7bc886952b21cfc842bc4e38bf6fedfef1e5","1.08E+21","No"
"0xe8cb3a977f1a931ecc9bcc0ed6ce2e462809dd76","9.62E+21","No"
"0xe8da16e7c8a3c326308c1702c348541ef18ea1c9","1.502819E+21","No"
"0xe9271184feca114736e43139a4d0953db48c4669","2.4653E+20","No"
"0xe937ccbbf8cbb187b4a3090c88792010cbdf487d","3.9969831E+22","No"
"0xe96cd6bc4ce457eae0102724d4020e2a30b2d44b","2.580668E+22","No"
"0xec8a10fce675eb54b206d47f44cb5cf20589294d","1.999082E+21","No"
"0xedd5c60cbd0bf6dfd46bf593d34ab329350bec6a","2.40446E+21","No"
"0xee278691e68465811a2661ed4f2038a4e2a1bdbb","3.3E+18","No"
"0xee907695433b02800922510dffe42101e9752546","4.47395E+21","No"
"0xeeb1a103767526fafbe48dce9ee943997638ced6","5.0529443E+22","No"
"0xf2c95079e35a27c296b01759431e05c38e392a21","1.113567E+22","No"
"0xf3bff0702d7a33444a48de8f9f30b703b138f2d2","5E+20","No"
"0xf60c99f325d40ba479b1b606ef1ddfb12de6ce66","1.81572E+21","No"
"0xf61c0e0c094b18a142112d9a9eb0a8f2034e6aac","4.50073E+21","No"
"0xf6b10a54b659c4c35a6d3cd4bb37a68bc15dc845","4.127170336E+22","No"
"0xf6d687a12e9538d07364a8d3f073e850b5582504","1.6063E+22","No"
"0xf8090038f487694ee8f413590e2d011c9cefdfbf","4.88153E+21","No"
"0xf8db3348be614b11d5ecc7039b4879b4bf6810cf","1.832608E+22","No"
"0xf90a2cac0d8f3a5ec4ecd0da7d72159e3f50cadf","1.532554E+22","No"
"0xf9d9f774dc908c8d817b736cdd4d8bd6c4babf79","8.36695E+21","No"
"0xfa29445e2ef4ddefb955278cdc8d9fc6e166c182","4.416033E+22","No"
"0xfc2734b0e4b61ef40cfef51d07099a7a82927750","1.31819E+23","No"
"0xfca5bdce638fb8b80438bdb41f5cedcaa8893bc7","2.0723E+21","No"
"0xfcc257b471a66577f1d24a28574c25d2f79a016b","2.36016E+22","No"
"0xfd3bb19d548b9248c5691fcad7c2f82c57f8f21c","7.2612101E+22","No"
"0xfdbd8ea4026a2d61d13db55cbc7c9cf2f1645e6d","1.4425E+21","No"
